2025-11-25 15:56:34	79
2025-11-25 16:00:03	79
2025-11-25 17:00:03	79
2025-11-25 18:00:03	84
2025-11-25 19:01:44	74
2025-11-25 20:00:04	74
2025-11-25 21:00:04	74
2025-11-25 22:00:06	74
2025-11-25 23:00:06	74
2025-11-26 09:57:18	74
2025-11-26 09:59:56	74
2025-11-26 10:00:04	74
2025-11-26 11:00:05	62
2025-11-26 14:23:52	56
2025-11-26 15:00:06	56
2025-11-26 16:00:05	56
2025-11-26 22:41:59	66
2025-11-26 23:00:05	66
2025-11-27 00:00:03	70
2025-11-27 01:00:03	74
2025-11-27 13:00:03	94
2025-11-27 14:00:04	94
2025-11-27 19:00:39	89
2025-11-27 19:00:39	89
2025-11-27 19:00:39	89
2025-11-28 00:00:30	94
2025-11-28 14:00:09	94
2025-11-28 15:00:01	94
2025-11-28 15:00:07	94
2025-11-28 15:39:21	94
2025-11-28 16:00:01	94
2025-11-28 16:00:08	94
2025-11-28 16:39:21	94
2025-11-28 19:52:49	94
2025-11-28 19:59:14	94
2025-11-28 20:00:01	94
2025-11-30 00:09:48	84
2025-11-30 01:02:16	84
2025-11-30 01:39:21	89
2025-11-30 01:41:39	89
2025-11-30 02:00:01	89
2025-12-01 00:00:00	47
2025-12-01 00:00:00	47
2025-12-01 00:00:00	47
2025-12-01 00:00:00	79
2025-12-02 00:00:00	79
2025-12-02 00:00:00	84
2025-12-02 00:00:00	89
2025-12-02 00:00:00	84
2025-12-02 00:00:00	70
2025-12-02 00:00:00	66
2025-12-02 00:00:00	56
2025-12-03 00:00:00	66
2025-12-03 00:00:00	59
2025-12-03 14:14:46	59
2025-12-03 16:00:02	63
2025-12-03 18:00:02	66
2025-12-03 19:00:02	74
2025-12-03 20:00:01	89
2025-12-04 11:49:58	79
2025-12-04 14:05:40	70
2025-12-04 14:39:22	66
2025-12-04 15:05:39	66
2025-12-04 15:39:21	59
2025-12-04 16:05:38	59
2025-12-04 16:39:21	66
2025-12-04 17:05:39	66
2025-12-04 21:45:21	94
2025-12-04 22:05:39	94
2025-12-04 22:39:22	94
2025-12-05 04:31:38	94
2025-12-05 04:39:21	94
2025-12-06 20:39:48	66
2025-12-06 21:05:40	66
2025-12-06 21:25:35	70
2025-12-06 21:39:21	70
2025-12-06 22:05:40	70
2025-12-06 22:25:34	70
2025-12-06 22:39:21	70
2025-12-07 00:06:21	74
2025-12-07 00:25:34	79
2025-12-07 00:39:22	79
2025-12-07 01:12:16	79
2025-12-07 01:38:20	79
2025-12-07 01:39:20	79
2025-12-07 02:05:39	79
2025-12-07 20:16:06	94
2025-12-08 11:05:39	70
2025-12-08 11:25:33	66
2025-12-08 11:39:20	66
2025-12-08 12:05:39	66
2025-12-08 12:25:34	59
2025-12-08 12:39:20	59
2025-12-08 12:59:50	59
2025-12-08 14:49:42	55
2025-12-08 15:00:00	55
2025-12-08 23:00:04	79
2025-12-08 23:25:34	84
2025-12-08 23:39:21	84
2025-12-08 23:59:51	84
2025-12-09 00:05:40	84
2025-12-09 00:25:34	84
2025-12-09 00:39:21	84
2025-12-09 00:59:50	84
2025-12-09 01:05:39	84
2025-12-09 01:25:33	89
2025-12-09 10:08:09	74
2025-12-09 11:00:00	58
2025-12-09 13:00:01	55
2025-12-09 16:00:00	49
2025-12-09 17:00:00	55
2025-12-09 19:00:00	55
